,occ_code,occ_title,tot_emp_2019,h_mean_2019,a_mean_2019,tot_emp_2018,h_mean_2018,a_mean_2018,tot_emp_2017,h_mean_2017,a_mean_2017,tot_emp_2016,h_mean_2016,a_mean_2016,tot_emp_2015,h_mean_2015,a_mean_2015,tot_emp_2014,h_mean_2014,a_mean_2014,tot_emp_2013,h_mean_2013,a_mean_2013,tot_emp_2012,h_mean_2012,a_mean_2012,tot_emp_2011,h_mean_2011,a_mean_2011,tot_emp_2010,h_mean_2010,a_mean_2010,tot_emp_2009,h_mean_2009,a_mean_2009
1069,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",342040,24.72,51420,324310.0,24.12,50160,307060.0,23.81,49530,294730.0,23.23,48320,274680.0,22.78,47380,261390.0,22.54,46880,251700.0,22.17,46110,240480.0,22.03,45830,,,,,,,,,
1070,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",342040,24.72,51420,324310.0,24.12,50160,307060.0,23.81,49530,294730.0,23.23,48320,274680.0,22.78,47380,261390.0,22.54,46880,251700.0,22.17,46110,240480.0,22.03,45830,231160.0,21.89,45540,224320.0,21.57,44860,,,
1071,49-9030,Home Appliance Repairers,31100,20.38,42400,31130.0,19.72,41020,32250.0,19.61,40790,33480.0,19.42,40390,33990.0,18.66,38820,33270.0,18.14,37720,32920.0,17.89,37220,34510.0,17.92,37270,,,,,,,,,
1072,49-9031,Home Appliance Repairers,31100,20.38,42400,31130.0,19.72,41020,32250.0,19.61,40790,33480.0,19.42,40390,33990.0,18.66,38820,33270.0,18.14,37720,32920.0,17.89,37220,34510.0,17.92,37270,34770.0,17.97,37370,33180.0,17.54,36490,,,
1073,49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",508660,26.27,54640,487640.0,25.64,53330,467450.0,25.12,52250,465330.0,24.48,50910,457380.0,24.12,50160,445630.0,23.66,49220,436800.0,23.24,48340,430030.0,22.84,47500,,,,,,,,,
1074,49-9041,Industrial Machinery Mechanics,387630,26.6,55320,362440.0,25.96,54000,341260.0,25.54,53110,334490.0,24.95,51890,323280.0,24.75,51470,313880.0,24.25,50440,306860.0,23.83,49560,301560.0,23.41,48690,292470.0,23.09,48030,275370.0,22.65,47100,,,
1075,49-9043,"Maintenance Workers, Machinery",72890,23.77,49450,80270.0,23.42,48720,83520.0,22.71,47240,89630.0,22.11,46000,92520.0,21.41,44540,90730.0,21.18,44050,89510.0,20.68,43010,88450.0,20.28,42190,77980.0,19.77,41110,69480.0,19.38,40310,,,
1076,49-9044,Millwrights,47320,27.43,57050,43810.0,27.04,56250,41360.0,26.58,55290,39670.0,25.94,53950,40030.0,25.31,52650,39290.0,24.77,51520,38680.0,24.58,51130,38050.0,24.39,50730,37730.0,24.35,50650,36670.0,23.95,49820,41640.0,         24.09,         50110
1077,49-9045,"Refractory Materials Repairers, Except Brickmasons",820,26.8,55750,1120.0,25.24,52510,1310.0,24.08,50080,1540.0,22.6,47000,1550.0,23.52,48920,1730.0,22,45760,1750.0,20.87,43410,1970.0,20.13,41870,2040.0,21.57,44860,2060.0,21.37,44450,,,
1078,49-9050,Line Installers and Repairers,232560,31.52,65570,233010.0,31.03,64540,223740.0,30.19,62790,217750.0,29.54,61430,221740.0,28.92,60160,228960.0,28.71,59710,231400.0,27.83,57890,245480.0,27.24,56670,,,,,,,,,
1079,49-9051,Electrical Power-Line Installers and Repairers,111660,34.6,71960,114800.0,33.77,70240,116650.0,33.04,68710,117670.0,32.29,67160,115380.0,31.57,65650,114540.0,31.24,64990,111350.0,30.47,63380,112450.0,29.94,62280,105570.0,28.58,59450,105540.0,27.65,57510,,,
1080,49-9052,Telecommunications Line Installers and Repairers,120900,28.69,59670,118200.0,28.36,59000,107090.0,27.09,56340,100080.0,26.3,54700,106360.0,26.06,54200,114420.0,26.17,54430,120050.0,25.38,52790,133040.0,24.96,51920,148930.0,24.68,51330,156350.0,24.08,50080,,,
1081,49-9060,Precision Instrument and Equipment Repairers,71360,24.85,51700,72010.0,24.58,51120,69700.0,24.41,50760,68360.0,23.89,49680,66660.0,23.19,48230,65810.0,22.62,47040,64730.0,22.01,45790,59930.0,22.09,45960,,,,,,,,,
1082,49-9061,Camera and Photographic Equipment Repairers,3620,19.58,40720,3690.0,20.45,42540,3650.0,20.44,42510,3760.0,21.12,43920,3540.0,20.44,42510,3150.0,20.36,42360,3180.0,19.09,39700,2590.0,20.07,41750,2650.0,20.07,41750,2810.0,19.82,41220,,,
1083,49-9062,Medical Equipment Repairers,46370,25.54,53130,46320.0,25.34,52710,43670.0,25.13,52260,43370.0,24.48,50910,41060.0,23.75,49400,41430.0,23.34,48540,40090.0,22.65,47120,35740.0,22.55,46910,34710.0,22.6,47010,32980.0,22.3,46380,,,
1084,49-9063,Musical Instrument Repairers and Tuners,8020,19.11,39750,8450.0,18.81,39110,8240.0,18.77,39040,7980.0,18.12,37690,7730.0,18.55,38590,7660.0,17.4,36200,7240.0,16.82,34990,7130.0,16.17,33620,6850.0,16.27,33850,5650.0,16.75,34830,,,
1085,49-9064,Watch and Clock Repairers,2780,21.77,45280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,49-9069,"Precision Instrument and Equipment Repairers, All Other",10570,28.82,59940,10930.0,27.91,58060,12010.0,27.81,57850,11640.0,27.2,56570,12130.0,26.01,54110,11180.0,25.06,52120,11390.0,24.81,51600,11800.0,25.42,52880,12230.0,24.99,51970,12640.0,24.66,51290,,,
1087,49-9070,"Maintenance and Repair Workers, General",1418990,20.17,41960,1384240.0,19.72,41020,1351210.0,19.37,40280,1332480.0,18.92,39360,1314560.0,18.73,38950,1282920.0,18.46,38390,1249080.0,18.13,37710,1230270.0,17.88,37190,,,,,,,,,
1088,49-9071,"Maintenance and Repair Workers, General",1418990,20.17,41960,1384240.0,19.72,41020,1351210.0,19.37,40280,1332480.0,18.92,39360,1314560.0,18.73,38950,1282920.0,18.46,38390,1249080.0,18.13,37710,1230270.0,17.88,37190,1225450.0,17.75,36930,1217820.0,17.61,36630,,,
1089,49-9080,Wind Turbine Service Technicians,5960,27.26,56700,5580.0,27.88,58000,4390.0,27.25,56680,4580.0,26.13,54360,3950.0,25.5,53030,3710.0,24.9,51790,3290.0,25.51,53050,3200.0,23.23,48320,,,,,,,,,
1090,49-9081,Wind Turbine Service Technicians,5960,27.26,56700,5580.0,27.88,58000,4390.0,27.25,56680,4580.0,26.13,54360,3950.0,25.5,53030,3710.0,24.9,51790,3290.0,25.51,53050,3200.0,23.23,48320,,,,,,,,,
1091,49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",345230,19.86,41310,347350.0,19.25,40040,353160.0,18.76,39020,354250.0,18.24,37940,355620.0,17.81,37050,349210.0,17.31,36010,347690.0,16.86,35060,336260.0,16.68,34690,,,,,,,,,
1092,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",31370,17.97,37380,32920.0,17.49,36390,34010.0,16.97,35290,33600.0,16.76,34860,32250.0,16.47,34260,30840.0,16.1,33480,33250.0,15.79,32840,36080.0,15.72,32700,36940.0,15.58,32400,36240.0,15.36,31950,,,
1093,49-9092,Commercial Divers,3420,32.26,67100,3380.0,28.59,59470,3280.0,26.57,55270,3370.0,25.96,53990,3450.0,26.27,54640,3620.0,24.55,51070,3600.0,26.38,54880,3480.0,26.32,54750,3760.0,28.19,58640,3720.0,27.12,56400,,,
1094,49-9094,Locksmiths and Safe Repairers,17010,21.38,44460,16970.0,21.03,43740,17500.0,20.54,42730,18640.0,20.28,42180,17800.0,19.84,41270,17090.0,19.53,40620,17400.0,19.15,39820,16190.0,18.83,39160,16200.0,18.5,38490,15850.0,18.05,37550,,,
1095,49-9095,Manufactured Building and Mobile Home Installers,2810,16.49,34300,2920.0,15.82,32910,2750.0,15.29,31810,3200.0,14.92,31030,3650.0,15.94,33150,3280.0,15.35,31930,3510.0,15.01,31210,3310.0,14.5,30160,4320.0,14.59,30350,5760.0,14.46,30070,,,
1096,49-9096,Riggers,23000,25.2,52420,20970.0,24.68,51330,21000.0,24.17,50270,21020.0,23.57,49030,22790.0,22.97,47770,20350.0,22.55,46900,17330.0,21.24,44180,14690.0,21.44,44590,13750.0,21.39,44480,13660.0,21.37,44440,13310.0,         21.15,         43990
1097,49-9097,Signal and Track Switch Repairers,6860,34.95,72690,7730.0,32.6,67800,8300.0,31.61,65750,8680.0,30.15,62710,8190.0,30.12,62650,7880.0,28.81,59920,7960.0,26.83,55810,8600.0,26.63,55390,8300.0,26.06,54210,7400.0,24.8,51580,,,
1098,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",99460,15.66,32570,105040.0,15.09,31390,112080.0,14.63,30430,118720.0,14.12,29370,124220.0,13.71,28530,126980.0,13.33,27720,127820.0,13.04,27120,124370.0,12.88,26780,122820.0,12.78,26580,123220.0,12.8,26620,,,
1099,49-9099,"Installation, Maintenance, and Repair Workers, All Other",161290,21.06,43800,157030.0,20.7,43050,153850.0,20.43,42500,146460.0,20.1,41810,142650.0,19.77,41120,138460.0,19.42,40400,136010.0,19.09,39700,128770.0,18.95,39410,,,,,,,,,
1100,51-0000,Production Occupations,9158980,19.3,40140,9115530.0,18.84,39190,9024560.0,18.3,38070,9105650.0,17.88,37190,9073290.0,17.41,36220,8934050.0,17.06,35490,8765180.0,16.79,34930,8594170.0,16.59,34500,8365980.0,16.45,34220,8236340.0,16.24,33770,,,
1101,51-1000,Supervisors of Production Workers,631100,31.35,65220,622790.0,30.93,64340,611800.0,30.13,62660,610480.0,29.54,61450,603080.0,28.81,59930,592830.0,28.39,59060,580620.0,27.96,58150,568820.0,27.61,57420,,,,,,,,,
1102,51-1010,First-Line Supervisors of Production and Operating Workers,631100,31.35,65220,622790.0,30.93,64340,611800.0,30.13,62660,610480.0,29.54,61450,603080.0,28.81,59930,592830.0,28.39,59060,580620.0,27.96,58150,568820.0,27.61,57420,,,,,,,,,
1103,51-1011,First-Line Supervisors of Production and Operating Workers,631100,31.35,65220,622790.0,30.93,64340,611800.0,30.13,62660,610480.0,29.54,61450,603080.0,28.81,59930,592830.0,28.39,59060,580620.0,27.96,58150,568820.0,27.61,57420,559350.0,27.35,56890,555260.0,27.01,56170,,,
1104,51-2000,Assemblers and Fabricators,1856870,17.46,36310,1831200.0,17.14,35650,1759720.0,16.62,34560,1798860.0,16.16,33610,1800410.0,15.7,32670,1810560.0,15.25,31720,1757500.0,15.1,31400,1718700.0,14.89,30970,,,,,,,,,
1105,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",42940,27.15,56460,43150.0,26.7,55530,41130.0,26.64,55400,42010.0,25.26,52530,42810.0,24.54,51040,40630.0,24.43,50810,42810.0,23.84,49580,41180.0,23.33,48520,,,,,,,,,
1106,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",42940,27.15,56460,43150.0,26.7,55530,41130.0,26.64,55400,42010.0,25.26,52530,42810.0,24.54,51040,40630.0,24.43,50810,42810.0,23.84,49580,41180.0,23.33,48520,36570.0,23.23,48310,36320.0,21.74,45230,,,
1107,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",297880,17.79,37010,287630.0,17.26,35910,276340.0,16.78,34910,278150.0,16.38,34060,273030.0,16.14,33570,269250.0,15.65,32540,267950.0,15.3,31830,261780.0,15.1,31400,,,,,,,,,
1108,51-2021,"Coil Winders, Tapers, and Finishers",12690,18.63,38760,12190.0,17.6,36610,13300.0,16.86,35080,14090.0,16.99,35340,14450.0,15.86,32990,14930.0,16.12,33530,14590.0,15.54,32320,14300.0,15.39,32000,13670.0,14.98,31150,14930.0,14.42,29980,,,
1109,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",285190,17.75,36930,275450.0,17.25,35880,263040.0,16.78,34900,,,,,,,,,,,,,,,,,,,,,,,,
1110,51-2030,Engine and Other Machine Assemblers,45980,22.39,46570,48200.0,21.79,45330,37770.0,21.4,44520,38150.0,20.71,43090,38700.0,20.07,41750,38330.0,19.32,40180,39620.0,18.78,39060,40750.0,18.14,37730,,,,,,,,,
1111,51-2031,Engine and Other Machine Assemblers,45980,22.39,46570,48200.0,21.79,45330,37770.0,21.4,44520,38150.0,20.71,43090,38700.0,20.07,41750,38330.0,19.32,40180,39620.0,18.78,39060,40750.0,18.14,37730,36670.0,18.86,39230,33310.0,18.75,38990,,,
1112,51-2040,Structural Metal Fabricators and Fitters,76890,20.67,43000,76090.0,20.02,41640,77600.0,19.47,40490,77270.0,19.23,40000,79620.0,18.77,39040,78050.0,18.35,38160,77860.0,18.19,37840,78340.0,17.91,37260,,,,,,,,,
1113,51-2041,Structural Metal Fabricators and Fitters,76890,20.67,43000,76090.0,20.02,41640,77600.0,19.47,40490,77270.0,19.23,40000,79620.0,18.77,39040,78050.0,18.35,38160,77860.0,18.19,37840,78340.0,17.91,37260,76050.0,17.63,36670,79540.0,17.26,35900,,,
1114,51-2050,Fiberglass Laminators and Fabricators,20010,17.78,36970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,51-2051,Fiberglass Laminators and Fabricators,20010,17.78,36970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,51-2060,Timing Device Assemblers and Adjusters,1260,18.32,38110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,51-2061,Timing Device Assemblers and Adjusters,1260,18.32,38110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,51-2090,Miscellaneous Assemblers and Fabricators,1371920,16.73,34800,1376130.0,16.49,34300,1326870.0,15.97,33210,1363280.0,15.54,32310,1366250.0,15.04,31280,1384290.0,14.61,30400,1329260.0,14.48,30120,1296650.0,14.3,29730,,,,,,,,,
1119,51-2090,Miscellaneous Assemblers and Fabricators,1371920,16.73,34800,1376130.0,16.49,34300,1326870.0,15.97,33210,1363280.0,15.54,32310,1366250.0,15.04,31280,1384290.0,14.61,30400,1329260.0,14.48,30120,1296650.0,14.3,29730,,,,,,,,,
1120,51-3000,Food Processing Workers,802290,14.94,31080,801770.0,14.46,30090,795240.0,13.98,29070,793100.0,13.62,28320,783650.0,13.22,27500,767460.0,12.95,26950,753020.0,12.75,26530,720970.0,12.68,26380,,,,,,,,,
1121,51-3010,Bakers,184990,14.25,29630,180010.0,13.78,28660,182890.0,13.42,27920,180450.0,13.04,27110,176610.0,12.63,26270,173730.0,12.28,25550,165270.0,12.08,25120,157230.0,12.05,25060,,,,,,,,,
1122,51-3011,Bakers,184990,14.25,29630,180010.0,13.78,28660,182890.0,13.42,27920,180450.0,13.04,27110,176610.0,12.63,26270,173730.0,12.28,25550,165270.0,12.08,25120,157230.0,12.05,25060,149910.0,12.1,25160,140790.0,12.19,25350,140510.0,         12.19,         25350
1123,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",364150,14.87,30920,365660.0,14.38,29910,362380.0,13.92,28960,364460.0,13.53,28140,372980.0,13.18,27410,373440.0,12.91,26850,381890.0,12.69,26400,372060.0,12.61,26230,,,,,,,,,
1124,51-3021,Butchers and Meat Cutters,136770,16.35,34010,133670.0,15.97,33210,131530.0,15.66,32570,133880.0,15.26,31740,137350.0,14.88,30940,137050.0,14.61,30380,138900.0,14.4,29950,134210.0,14.42,30000,130720.0,14.43,30000,125910.0,14.51,30190,,,
1125,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",153990,13.85,28810,156440.0,13.36,27790,153280.0,12.71,26430,149800.0,12.27,25510,155390.0,11.93,24810,150310.0,11.63,24190,160920.0,11.47,23850,158480.0,11.39,23690,164650.0,11.44,23800,163080.0,11.27,23440,,,
1126,51-3023,Slaughterers and Meat Packers,73390,14.23,29600,75550.0,13.68,28450,77570.0,13.38,27830,80780.0,13,27040,80250.0,12.7,26420,86070.0,12.44,25880,82070.0,12.21,25400,79370.0,11.99,24930,80110.0,11.63,24190,88500.0,11.55,24010,,,
1127,51-3090,Miscellaneous Food Processing Workers,253140,15.56,32360,256100.0,15.07,31340,249970.0,14.46,30080,248200.0,14.17,29470,234060.0,13.73,28560,220290.0,13.56,28210,205860.0,13.41,27890,191690.0,13.34,27750,,,,,,,,,
1128,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20830,16.29,33880,21060.0,15.74,32730,21130.0,15.23,31680,20080.0,14.89,30970,20320.0,14.58,30320,18890.0,14.14,29410,18750.0,14.14,29410,20350.0,14.22,29580,18890.0,14.01,29140,18710.0,13.91,28940,,,
1129,51-3092,Food Batchmakers,159390,15.92,33120,160160.0,15.43,32090,151950.0,14.85,30880,148540.0,14.48,30130,133470.0,14.04,29210,120850.0,13.84,28790,109660.0,13.73,28560,100520.0,13.63,28340,100210.0,13.26,27580,97220.0,12.9,26820,,,
1130,51-3093,Food Cooking Machine Operators and Tenders,30030,15.54,32320,32260.0,15.23,31690,33340.0,14.54,30240,36520.0,14.58,30330,34640.0,14.15,29430,36850.0,14.06,29250,34040.0,13.66,28410,33250.0,13.51,28090,31020.0,12.89,26820,32220.0,12.19,25360,,,
1131,51-3099,"Food Processing Workers, All Other",42890,13.85,28820,42620.0,13.26,27590,43540.0,12.69,26390,43070.0,12.4,25800,45630.0,12.12,25220,43690.0,12.11,25190,43400.0,12.07,25110,37570.0,11.96,24880,,,,,,,,,
1132,51-4000,Metal Workers and Plastic Workers,1825170,20.22,42050,1940370.0,19.94,41480,1895150.0,19.54,40650,1924170.0,19.15,39830,1945220.0,18.68,38850,1918310.0,18.33,38140,1887930.0,18.04,37510,1837280.0,17.88,37190,,,,,,,,,
1133,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",125730,18.89,39290,120630.0,18.35,38170,117450.0,18.05,37540,120170.0,18.01,37460,123780.0,17.62,36650,127240.0,17.2,35770,128250.0,16.68,34690,132800.0,16.97,35300,,,,,,,,,
1134,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",76940,18.16,37770,75610.0,17.61,36620,73530.0,17.33,36050,71960.0,16.99,35340,72390.0,16.62,34580,72520.0,16.25,33800,73140.0,15.94,33160,74490.0,16.37,34060,75170.0,16.4,34120,76260.0,16.3,33900,,,
1135,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",16320,19.81,41200,18330.0,19.6,40770,18300.0,19.39,40340,19160.0,18.61,38710,19650.0,17.75,36910,21340.0,17.06,35480,22570.0,16.89,35120,22270.0,16.74,34830,21790.0,16.77,34890,22110.0,16.4,34100,,,
1136,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",32470,20.15,41920,26700.0,19.61,40790,25610.0,19.15,39840,29060.0,20.14,41900,31740.0,19.81,41200,33370.0,19.34,40230,32550.0,18.19,37830,36040.0,18.35,38160,35180.0,18.16,37780,31900.0,18,37450,,,
1137,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",329530,18.48,38440,318860.0,18,37450,321590.0,17.37,36140,331110.0,17.05,35470,342970.0,16.6,34530,342520.0,16.35,34000,344000.0,16.03,33350,333520.0,15.86,32980,,,,,,,,,
1138,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",195040,17.94,37310,186640.0,17.4,36180,188520.0,16.72,34770,192800.0,16.45,34210,194670.0,15.88,33030,190250.0,15.59,32430,187640.0,15.15,31520,182570.0,14.95,31090,181160.0,14.97,31140,182170.0,14.76,30690,,,
1139,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10870,20.49,42630,11400.0,19.95,41490,11030.0,19.65,40870,12290.0,18.69,38880,14840.0,18.11,37660,17470.0,17.44,36280,19880.0,17.59,36580,20660.0,17.32,36020,21560.0,17.02,35410,22390.0,16.16,33620,,,
1140,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",76810,18.2,37860,71870.0,17.64,36690,74600.0,17.08,35520,74600.0,16.79,34920,73570.0,16.62,34560,70130.0,16.42,34150,70910.0,16.27,33850,69510.0,15.9,33070,70450.0,15.79,32840,70120.0,15.54,32310,,,
1141,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",28070,20.19,41990,29510.0,19.76,41090,29620.0,19.38,40310,33850.0,19.05,39630,40140.0,18.31,38080,42570.0,17.96,37360,41730.0,17.73,36890,37920.0,18.08,37600,39930.0,17.89,37210,40970.0,17.23,35830,,,
1142,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",18730,21.55,44820,19440.0,21.39,44490,17820.0,20.83,43330,17560.0,19.8,41180,19750.0,19.05,39620,22110.0,18.67,38830,23850.0,17.98,37400,22840.0,18.01,37460,21700.0,18.03,37510,20520.0,18.05,37540,,,
1143,51-4040,Machinists,383470,22.17,46120,384350.0,21.75,45250,378320.0,21.23,44160,391120.0,20.78,43220,399040.0,20.25,42120,392700.0,19.97,41540,391130.0,19.72,41020,388370.0,19.65,40860,,,,,,,,,
1144,51-4041,Machinists,383470,22.17,46120,384350.0,21.75,45250,378320.0,21.23,44160,391120.0,20.78,43220,399040.0,20.25,42120,392700.0,19.97,41540,391130.0,19.72,41020,388370.0,19.65,40860,368510.0,19.48,40520,352650.0,19.13,39780,380720.0,         18.72,         38940
1145,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",25160,20.43,42500,25520.0,19.79,41160,25210.0,19.81,41210,26300.0,19.41,40360,29700.0,19.42,40390,30540.0,18.79,39090,32250.0,18.8,39110,31140.0,18.55,38590,,,,,,,,,
1146,51-4051,Metal-Refining Furnace Operators and Tenders,17150,20.81,43280,17670.0,20.1,41810,17610.0,20.08,41770,17730.0,20.12,41840,20070.0,20.57,42790,20850.0,19.83,41260,21930.0,19.59,40750,20520.0,19.26,40060,18050.0,19.27,40070,15210.0,19.28,40100,,,
1147,51-4052,"Pourers and Casters, Metal",8010,19.64,40850,7850.0,19.07,39670,7600.0,19.2,39930,8560.0,17.93,37300,9630.0,17.01,35390,9690.0,16.55,34430,10320.0,17.13,35630,10620.0,17.19,35750,11070.0,17.08,35520,11190.0,16.99,35350,,,
1148,51-4060,"Model Makers and Patternmakers, Metal and Plastic",7310,25.75,53560,8090.0,25.69,53430,9010.0,24.83,51650,9680.0,23.21,48280,10400.0,21.93,45620,9910.0,22.03,45820,10360.0,21.9,45560,9830.0,21.86,45470,,,,,,,,,
1149,51-4061,"Model Makers, Metal and Plastic",4300,27.61,57420,5210.0,27.36,56920,5820.0,26.35,54820,6250.0,24.21,50360,6380.0,23.18,48210,6140.0,23.26,48370,6200.0,23.04,47920,5700.0,22.58,46970,5780.0,22.34,46460,6000.0,21.5,44730,,,
1150,51-4062,"Patternmakers, Metal and Plastic",3010,23.1,48050,2880.0,22.66,47130,3200.0,22.06,45880,3420.0,21.39,44490,4020.0,19.95,41500,3770.0,20.03,41670,4160.0,20.21,42030,4130.0,20.86,43400,4290.0,19.94,41470,4390.0,19.04,39600,,,
1151,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",190110,16.77,34870,179710.0,16.44,34200,168820.0,16.25,33810,158370.0,15.83,32930,148410.0,15.25,31720,140410.0,14.79,30760,137910.0,14.63,30440,136950.0,14.67,30510,,,,,,,,,
1152,51-4071,Foundry Mold and Coremakers,17590,17.75,36920,15600.0,17.7,36820,13960.0,17.52,36440,12810.0,17.32,36030,12860.0,16.31,33930,11870.0,15.63,32510,13100.0,15.07,31350,12510.0,15.19,31600,11680.0,15.28,31790,10040.0,15.36,31940,,,
1153,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",172520,16.67,34670,164110.0,16.32,33950,154860.0,16.14,33570,145560.0,15.7,32660,135550.0,15.15,31510,128540.0,14.71,30600,124810.0,14.59,30340,124440.0,14.62,30400,118300.0,14.61,30380,114760.0,14.44,30030,,,
1154,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",146950,18.47,38410,133840.0,18.03,37510,121160.0,17.62,36650,117300.0,17.4,36190,105570.0,17.01,35380,98160.0,16.96,35290,93100.0,17.02,35400,85110.0,16.85,35060,,,,,,,,,
1155,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",146950,18.47,38410,133840.0,18.03,37510,121160.0,17.62,36650,117300.0,17.4,36190,105570.0,17.01,35380,98160.0,16.96,35290,93100.0,17.02,35400,85110.0,16.85,35060,77290.0,16.61,34550,69330.0,15.99,33250,,,
1156,51-4110,Tool and Die Makers,70770,26.43,54980,72700.0,25.79,53650,73510.0,25.6,53260,72210.0,24.81,51610,74510.0,24.58,51130,75950.0,24.08,50090,78700.0,23.74,49390,76430.0,23.31,48490,,,,,,,,,
1157,51-4111,Tool and Die Makers,70770,26.43,54980,72700.0,25.79,53650,73510.0,25.6,53260,72210.0,24.81,51610,74510.0,24.58,51130,75950.0,24.08,50090,78700.0,23.74,49390,76430.0,23.31,48490,70320.0,23.16,48170,66530.0,23.42,48710,,,
1158,51-4120,"Welding, Soldering, and Brazing Workers",445850,21.54,44800,424270.0,21.12,43930,416000.0,20.67,42980,429650.0,20.2,42010,439320.0,19.5,40560,424960.0,19.03,39570,403100.0,18.6,38700,379140.0,18.32,38100,,,,,,,,,
1159,51-4121,"Welders, Cutters, Solderers, and Brazers",410750,21.73,45190,389190.0,21.33,44360,377250.0,20.87,43410,382730.0,20.41,42450,386240.0,19.7,40970,369610.0,19.25,40040,352250.0,18.8,39110,329710.0,18.46,38410,316290.0,18.23,37920,314260.0,17.96,37370,,,
1160,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",35110,19.35,40240,35080.0,18.83,39160,38750.0,18.69,38880,46920.0,18.45,38380,53080.0,18.07,37590,55360.0,17.53,36450,50860.0,17.21,35800,49430.0,17.33,36060,40350.0,17.36,36120,38530.0,16.93,35220,,,
1161,51-4190,Miscellaneous Metal Workers and Plastic Workers,100300,18.49,38470,100470.0,18.24,37940,95620.0,18.02,37490,96910.0,17.83,37090,99270.0,17.63,36660,102920.0,17.41,36200,104850.0,17.1,35560,101120.0,16.74,34820,,,,,,,,,
1162,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",19560,19.16,39840,19690.0,18.77,39050,19340.0,18.62,38720,19780.0,18.76,39010,20570.0,18.47,38420,20980.0,17.72,36850,21500.0,17.27,35930,21760.0,17.01,35380,20770.0,16.89,35130,18300.0,16.42,34150,,,
1163,51-4192,"Layout Workers, Metal and Plastic",8150,23.51,48900,8170.0,22.78,47380,8550.0,22.54,46890,9070.0,22.94,47720,10660.0,22.32,46430,13070.0,22.26,46290,13420.0,21.03,43740,12380.0,20.35,42330,9600.0,19.23,39990,8770.0,19.18,39890,,,
1164,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",41810,17.14,35640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,51-4194,"Tool Grinders, Filers, and Sharpeners",6440,20.18,41970,7070.0,19.66,40890,8060.0,18.65,38800,9550.0,18.68,38860,10220.0,18.07,37590,10860.0,17.97,37380,11540.0,17.34,36060,11950.0,17.09,35560,11860.0,17.15,35670,11930.0,17.15,35660,,,
1166,51-4199,"Metal Workers and Plastic Workers, All Other",24340,18.17,37790,25470.0,18.34,38140,22470.0,18,37440,22930.0,17.2,35780,22190.0,17.26,35910,22100.0,16.99,35340,22270.0,16.99,35340,20620.0,16.48,34280,21720.0,16.79,34910,24150.0,16.44,34190,,,
1167,51-5100,Printing Workers,249300,18.65,38790,249140.0,18.39,38260,251310.0,18.08,37610,255980.0,17.79,37010,256040.0,17.52,36440,254360.0,17.29,35960,256620.0,17.19,35750,267390.0,17.14,35640,,,,,,,,,
